Date,Open,High,Low,Close,Adj Close,Volume
2010-06-04,151.910599,153.523315,149.516281,152.682327,142.977112,17680584
2010-06-07,149.595444,149.595444,144.925522,145.85556,136.584274,27858317
2010-06-08,145.83577,149.694382,144.648499,145.598312,136.343369,26978136
2010-06-09,145.440002,147.359421,143.105057,144.064758,134.907333,33286679
2010-06-10,146.162262,150.87175,144.450623,150.208862,140.660873,24950044
2010-06-11,152.266785,152.939575,149.921936,151.356552,141.735596,26420786
2010-06-14,151.969971,152.919785,149.22937,150.436417,140.873962,17644648
2010-06-15,150.584824,152.167847,148.289444,150.327591,140.772064,16351196
2010-06-16,151.376343,155.927521,151.376343,154.413757,144.598465,26018942
2010-06-17,155.136017,159.390381,153.355118,158.737381,148.647263,23857959
2010-06-18,159.291443,160.676575,156.916916,158.658234,148.573166,20921856
2010-06-21,160.082947,162.922501,159.311234,159.746552,149.5923,19993034
2010-06-22,160.181885,160.181885,156.639877,157.837036,147.804169,15775037
2010-06-23,156.343063,159.667404,155.937408,156.531052,146.581177,17385856
2010-06-24,156.778397,157.866714,154.690781,155.373459,145.497177,15245467
2010-06-25,155.373459,156.125397,151.52475,152.148056,142.476807,17019276
2010-06-28,152.365723,157.085098,152.365723,156.174866,146.24765,12556784
2010-06-29,156.125397,156.125397,151.673157,152.553711,142.856659,14291135
2010-06-30,150.436417,154.710571,150.14949,154.047684,144.255661,17480177
2010-07-01,153.909164,154.364288,150.614502,150.931107,141.337219,12274979
2010-07-02,152.365723,153.523315,150.980576,151.653366,142.01355,12038767
2010-07-05,151.36644,154.295029,150.208862,151.020157,141.420578,16098868
2010-07-06,151.36644,152.721909,150.584824,151.95018,142.291489,14020533
2010-07-07,151.673157,152.345932,148.091568,148.596161,139.150681,12754144
2010-07-08,150.386948,151.594009,149.328308,149.625122,140.114227,11395778
2010-07-09,150.584824,152.860413,150.189072,152.504242,142.810349,15919247
2010-07-12,153.75087,156.956482,152.820847,156.352951,146.414413,22252204
2010-07-13,156.521149,159.232071,155.83847,158.678024,148.59169,14691923
2010-07-14,159.687195,161.230637,157.312668,158.302048,148.239624,13678058
2010-07-15,158.302048,160.676575,156.521149,160.181885,149.999954,15651496
2010-07-16,160.280823,165.395966,160.073059,164.713287,154.243317,26426881
2010-07-19,163.644745,165.010101,162.487167,163.30835,152.927689,9332836
2010-07-20,164.040497,164.832016,160.082947,160.884354,150.657791,8860549
2010-07-21,161.863846,163.427078,161.547241,162.328857,152.010468,9242644
2010-07-22,162.061722,166.217148,161.270218,165.62352,155.095703,13248283
2010-07-23,166.63269,167.592407,164.515411,165.900543,155.355103,13194906
2010-07-26,166.415039,166.454605,161.883636,162.497055,152.167969,8951373
2010-07-27,162.457474,167.790283,162.457474,167.117493,156.49469,14545160
2010-07-28,166.612915,169.877884,166.612915,169.145737,158.394012,14313133
2010-07-29,169.402985,172.005066,167.28569,171.500488,160.599106,18101253
2010-07-30,168.987442,170.333008,166.86026,167.473679,156.828232,10827028
2010-08-02,168.977539,170.74855,166.850357,167.671555,157.01355,11074418
2010-08-03,169.165527,169.383194,166.039063,166.573334,155.985123,14728713
2010-08-04,166.810791,167.800171,165.227768,167.097702,156.476166,7603626
2010-08-05,167.404419,171.510376,166.791,170.372589,159.542877,14736203
2010-08-06,170.174713,178.445984,169.828415,176.843185,165.602173,34896871
2010-08-09,177.832565,182.393646,177.100418,181.928635,170.364365,21464474
2010-08-10,183.036743,191.34761,175.556976,189.428192,180.3293,81052897
2010-08-11,190.407684,202.725571,190.269165,199.203339,189.634903,82490235
2010-08-12,199.262711,204.447098,196.007629,202.765137,193.025604,34680035
2010-08-13,203.220261,204.803284,199.361649,200.529129,190.897018,19571364
2010-08-16,201.211807,202.359497,196.43306,198.144699,188.627121,13504956
2010-08-17,198.837265,201.597656,197.481812,199.193451,189.625488,20910035
2010-08-18,200.647858,209.4534,200.449966,207.435059,197.471207,33446080
2010-08-19,205.792664,207.771439,204.199753,205.881714,195.992508,15331571
2010-08-20,203.556656,205.396912,200.420288,200.914978,191.264328,20173575
2010-08-23,201.805435,203.061951,199.064835,200.914978,191.264328,12888823
2010-08-24,201.023819,201.835114,199.282501,200.202621,190.586182,9869360
2010-08-25,199.361649,200.539017,194.533432,196.353912,186.922333,15772252
2010-08-26,195.898788,201.429474,195.334839,197.363083,187.883057,30891404
2010-08-27,197.283936,200.232315,195.324951,196.057098,186.639786,12903049
2010-08-30,198.669067,199.836548,193.959595,195.86911,186.460831,13117949
2010-08-31,194.909409,200.825943,194.187149,199.925598,190.322479,32532480
2010-09-01,200.845734,201.736176,198.500885,200.004745,190.397827,14422741
2010-09-02,202.03299,204.199753,200.647858,201.231583,191.565735,13703574
2010-09-03,201.854904,202.873978,199.905807,200.598373,190.962936,5986873
2010-09-06,201.755966,205.792664,201.755966,204.803284,194.965866,10815687
2010-09-07,204.407516,209.849152,204.407516,205.624466,195.747604,11105372
2010-09-08,204.803284,206.524811,203.052063,204.387741,194.570282,7991987
2010-09-09,204.605408,206.465454,199.589203,200.81604,191.170151,11910673
2010-09-13,202.072571,204.704346,201.300842,203.220261,193.458878,12417880
2010-09-14,204.803284,211.333237,202.824509,208.8004,198.770996,28712790
2010-09-15,210.739609,213.509888,201.657028,202.745346,193.00679,32875429
2010-09-16,202.923447,205.99054,201.835114,203.576447,193.797958,18527507
2010-09-17,205.594788,207.355896,203.714951,204.902222,195.060043,14344420
2010-09-20,205.782776,209.96788,205.199036,209.245636,199.194824,13433877
2010-09-21,209.354462,214.697159,208.048477,213.826492,203.555664,24206907
2010-09-22,217.447662,219.446213,209.601807,211.907089,201.728455,15792487
2010-09-23,212.520508,213.707764,210.244919,212.579865,202.368927,11276250
2010-09-24,211.135361,213.183395,210.175659,212.302841,202.105194,8037616
2010-09-27,215.785477,216.675934,211.788361,214.439911,204.139633,11043551
2010-09-28,213.5,214.697159,211.036423,213.806702,203.536819,8215034
2010-09-29,213.875961,219.61441,213.816605,218.941635,208.42511,20404829
2010-09-30,219.634201,220.633484,214.944504,217.289352,206.852188,15719417
2010-10-01,218.654709,228.548584,217.863205,220.465286,209.875565,34713076
2010-10-04,222.790344,226.965561,217.665314,225.392441,214.566055,17769624
2010-10-05,226.559921,226.599487,223.245468,224.462418,213.68071,10861094
2010-10-06,226.362045,227.737289,224.591034,225.323181,214.500122,14441525
2010-10-07,225.580429,227.163437,221.157867,223.344406,212.616394,9498570
2010-10-08,224.472305,225.511169,216.280182,218.249054,207.765808,13647423
2010-10-11,221.227112,229.290634,218.852585,227.875809,216.93013,13036338
2010-10-12,227.727402,230.507568,226.658859,228.865189,217.871994,14779922
2010-10-13,228.865189,233.990219,227.331635,232.77327,221.592346,13505826
2010-10-14,233.099777,236.463684,231.823456,234.138626,222.892136,13352852
2010-10-15,234.287033,235.434723,227.697708,228.756363,217.768402,9338355
2010-10-18,226.569809,233.050308,224.046875,231.308975,220.198395,15690758
2010-10-19,233.495529,235.078552,231.516754,232.337936,221.177933,10234859
2010-10-20,231.496964,232.901901,228.152832,229.072968,218.069794,7828280
2010-10-21,230.527359,233.188812,229.735855,230.942902,219.849899,10193262
2010-10-22,232.189529,232.516037,226.599487,227.331635,216.412094,10673084
2010-10-25,228.607956,235.454514,228.607956,234.613541,223.344223,9469365
2010-10-26,234.643219,237.453079,233.208603,236.414215,225.058426,14224144
2010-10-27,235.474304,237.848831,234.188095,236.671463,225.303314,8511909
2010-10-28,237.453079,239.431854,234.534378,235.988785,224.653427,16175042
2010-10-29,235.988785,236.800079,225.798096,229.340103,218.324097,10778624
2010-11-01,233.416382,234.455231,230.190964,231.635483,220.509216,7876703
2010-11-02,232.545715,232.70401,226.579712,228.400177,217.429321,11642340
2010-11-03,229.923843,235.850266,229.874374,234.59375,223.325378,8046298
2010-11-04,236.443909,245.368179,233.099777,244.190811,232.461456,18715401
2010-11-08,247.346954,253.263489,245.872772,251.156097,239.092209,14387391
2010-11-09,253.471268,256.053558,249.652237,251.284714,239.21463,19715842
2010-11-10,266.343201,266.738953,256.686768,257.735535,245.355606,28740933
2010-11-11,261.000519,261.831604,250.255753,252.481873,240.354279,19481339
2010-11-12,250.315125,255.440155,245.684784,246.604919,234.759613,15998145
2010-11-15,246.753326,248.890396,242.202133,247.782288,235.880432,14427209
2010-11-16,250.315125,250.414063,234.959824,238.5513,227.092865,18540530
2010-11-18,241.014877,244.774551,232.783173,243.537811,231.839859,25559314
2010-11-19,245.368179,246.357574,232.901901,235.276428,223.975296,16342448
2010-11-22,238.64035,244.121552,235.682068,242.93428,231.265305,10901483
2010-11-23,241.014877,243.270676,233.732986,240.12442,228.590408,17503687
2010-11-24,240.638901,249.464249,238.46225,241.183075,229.598221,20702923
2010-11-25,243.488342,247.327164,237.462967,238.600769,227.139954,18600774
2010-11-26,239.827606,240.995087,225.184662,230.814285,219.727463,23512958
2010-11-29,230.70546,236.295486,226.569809,234.682785,223.410172,11346172
2010-11-30,232.516037,246.209167,230.200867,244.368896,232.631027,18689167
2010-12-01,243.389404,257.834473,242.647369,254.618958,242.388733,30293120
2010-12-02,257.003387,262.880341,256.40976,261.228058,248.680359,28966482
2010-12-03,260.40686,266.48172,257.824585,260.149628,247.653717,28659135
2010-12-06,262.187775,273.466797,261.80191,268.688049,255.782028,44883612
2010-12-07,267.15451,267.589844,259.654938,264.245697,251.553055,24262518
2010-12-08,263.572906,266.521301,256.44931,264.384216,251.684937,37380826
2010-12-09,264.572205,265.155945,249.127853,252.06633,239.95871,27527774
2010-12-10,250.710876,250.908752,239.827606,246.872055,235.013931,22295766
2010-12-13,248.534225,256.014008,247.980164,252.729233,240.589767,16594175
2010-12-14,254.668427,260.208984,250.968109,258.418213,246.005493,19158776
2010-12-15,257.794891,264.166534,255.281845,261.772217,249.19838,18236064
2010-12-16,261.000519,270.775665,255.509399,266.541077,253.73819,19317192
2010-12-20,263.572906,269.885223,261.693085,267.332581,254.491669,14196879
2010-12-21,267.332581,269.885223,263.731232,267.134705,254.303284,10812054
2010-12-22,268.341766,271.369293,266.541077,270.132568,257.157166,12828124
2010-12-23,269.311371,271.982727,264.32486,267.678864,254.82132,10304407
2010-12-24,265.551697,266.936829,257.656372,258.457794,246.043167,16127932
2010-12-27,258.032349,261.376465,255.826004,257.458496,245.091888,8742582
2010-12-28,258.329163,258.665558,249.968842,251.086838,239.02626,18243573
2010-12-29,251.304504,253.263489,247.742706,252.06633,239.95871,15456785
2010-12-30,252.096024,258.230225,251.937714,257.270508,244.912918,14592932
2010-12-31,258.428101,260.387085,256.44931,258.893097,246.457581,8846131
2011-01-03,262.722046,264.166534,257.478302,258.912903,246.476395,8480698
2011-01-04,259.991333,261.317108,254.282562,256.924225,244.583267,11792059
2011-01-05,257.240845,259.199829,252.491776,253.837341,241.644638,7965283
2011-01-06,255.10376,257.418915,247.020462,249.523605,237.538132,11030563
2011-01-07,249.325729,249.988617,229.537979,235.513885,224.201355,21823221
2011-01-10,235.67218,238.818436,229.023499,232.842529,221.658295,24076605
2011-01-11,234.267242,237.235413,225.689255,229.152115,218.145142,21430559
2011-01-12,233.495529,242.024048,232.70401,241.014877,229.438095,24175519
2011-01-13,241.608505,246.743423,239.827606,244.715179,232.960648,28974199
2011-01-14,242.400024,242.400024,231.912506,233.970428,222.731995,17378776
2011-01-17,234.969711,235.078552,228.647522,233.26796,222.063263,12138596
2011-01-18,234.484909,239.154831,233.891281,237.364029,225.962601,14289937
2011-01-19,238.996521,239.016312,234.148529,236.018463,224.681671,12275924
2011-01-20,234.465134,237.848831,229.963409,236.404327,225.049011,11811864
2011-01-21,235.474304,238.244583,231.981766,234.959824,223.673889,10804575
2011-01-24,234.959824,237.017746,232.525925,235.137909,223.843414,6420389
2011-01-25,237.215622,237.215622,229.518188,230.725235,219.6427,12718970
2011-01-27,233.881393,237.354141,231.71463,236.631882,225.265625,21052972
2011-01-28,235.078552,235.454514,222.018631,227.618561,216.685257,15697246
2011-01-31,220.633484,229.340103,220.059647,226.975464,216.073044,12785820
2011-02-01,227.846115,227.846115,210.343857,211.541016,201.379959,25801333
2011-02-02,215.152283,223.383987,213.173508,220.485077,209.894409,22464911
2011-02-03,217.625748,230.428421,216.478058,228.90477,217.909683,14176336
2011-02-04,227.608673,235.464401,225.580429,227.727402,216.788864,24900735
2011-02-07,225.798096,229.508301,219.802399,226.836945,215.941177,17675020
2011-02-08,227.559204,229.102646,218.506302,220.089325,209.51767,15107437
2011-02-09,217.665314,221.187546,208.266144,212.44136,202.237076,24693875
2011-02-10,212.91626,221.009445,212.44136,218.160019,207.681046,15376154
2011-02-11,219.327499,231.516754,217.417969,226.1147,215.253616,18418788
2011-02-14,236.16687,241.766815,235.840378,239.283447,227.789825,22358249
2011-02-15,240.203583,246.931412,237.819153,244.843811,233.083099,20341477
2011-02-16,244.180908,246.298203,240.886261,245.061462,233.290298,8898446
2011-02-17,243.775269,248.227509,242.43959,247.069931,235.202301,8783062
2011-02-18,247.149078,248.910187,237.670746,238.5513,227.092865,13037718
2011-02-21,238.442459,239.174606,224.670181,229.884262,218.842117,22259966
2011-02-22,227.559204,228.350708,222.157135,224.957108,214.151642,12652636
2011-02-23,224.591034,230.131607,223.621429,226.352142,215.47966,10373475
2011-02-24,225.382553,225.95639,205.525528,208.642105,198.6203,27479492
2011-02-25,214.103531,222.612259,212.233582,219.782608,209.225677,23675008
2011-02-28,220.633484,222.889282,208.760834,214.251938,203.960678,32936017
2011-03-01,217.467438,226.767685,217.101364,225.946503,215.093506,16617058
2011-03-03,225.145096,234.425552,221.622879,232.802948,221.62059,24321630
2011-03-04,236.206451,236.364746,230.70546,232.654541,221.479324,16747431
2011-03-07,228.548584,228.548584,221.820755,223.195999,212.475098,15032881
2011-03-08,222.810135,230.507568,222.612259,229.963409,218.917465,11187862
2011-03-09,231.773987,232.802948,228.152832,230.190964,219.134079,8613937
2011-03-10,230.745026,232.486343,227.75708,230.527359,219.45433,9448044
2011-03-11,228.74646,231.912506,223.997406,230.05246,219.002243,10636263
2011-03-14,228.548584,233.436157,225.619995,232.664444,221.48877,7874601
2011-03-15,225.639786,229.528076,223.334518,225.995972,215.14061,9013856
2011-03-16,227.954956,232.387405,226.945786,230.824173,219.736893,9036527
2011-03-17,227.163437,230.012878,224.106232,225.570526,214.73558,9032721
2011-03-18,228.152832,228.152832,220.237732,221.118286,210.497192,12633716
2011-03-21,223.423553,224.274429,220.673065,221.860321,211.203613,9665340
2011-03-22,223.621429,226.312576,223.621429,224.808701,214.010376,10590215
2011-03-23,223.908356,226.510452,222.820038,224.96701,214.161072,8258485
2011-03-24,226.787476,229.91394,226.60939,229.003708,218.003845,5973436
2011-03-25,231.694839,235.850266,229.795212,234.257355,223.005173,8578910
2011-03-28,235.870056,242.973862,235.355576,242.202133,230.568314,10631114
2011-03-29,243.666428,246.55545,239.926544,245.259354,233.478699,10904318
2011-03-30,245.664993,249.068497,245.091156,247.149078,235.277649,8188538
2011-03-31,248.316559,249.503815,241.608505,247.020462,235.155212,12968559
2011-04-01,245.566055,247.327164,244.250168,245.724365,233.921387,6426352
2011-04-04,245.368179,248.929977,244.774551,248.17804,236.257187,6545193
2011-04-05,249.028915,254.252884,246.169586,253.352539,241.183136,9861795
2011-04-06,254.737686,257.972992,252.956787,256.983582,244.639755,12918993
2011-04-07,255.212585,257.636597,252.590714,255.440155,243.170471,7981152
2011-04-08,254.074799,254.806946,246.575241,247.999954,236.087662,6889310
2011-04-11,244.972427,247.327164,239.580261,241.321579,229.730072,6465806
2011-04-13,239.392273,247.871338,238.422684,247.1194,235.24939,10990760
2011-04-15,247.149078,251.106628,243.09259,244.546982,232.800552,7786713
2011-04-18,244.863586,249.879791,237.650955,238.610657,227.149338,8936854
2011-04-19,237.235413,240.21347,235.147797,237.710312,226.292236,8257848
2011-04-20,240.361877,248.445175,240.243149,247.693237,235.79567,9279930
2011-04-21,248.296768,248.929977,243.983032,246.110214,234.288681,6037869
2011-04-25,244.606354,248.732101,244.606354,245.872772,234.062637,3600964
2011-04-26,245.566055,250.710876,242.301071,249.582977,237.594635,5786749
2011-04-27,249.127853,251.858566,246.575241,247.248016,235.371826,6580068
2011-04-28,248.138474,248.979446,243.00354,243.844528,232.131821,6905431
2011-04-29,243.191528,256.577942,240.223358,244.744873,232.988937,6356607
2011-05-02,245.664993,246.159698,241.163284,242.469269,230.822617,5867512
2011-05-03,241.816284,242.766083,227.163437,230.151398,219.09642,10442426
2011-05-04,230.131607,232.684235,225.422119,229.39946,218.380615,8152829
2011-05-05,229.537979,232.466568,223.79953,225.016479,214.20816,5394325
2011-05-06,227.519623,239.036102,226.757797,237.443192,226.037964,11239677
2011-05-09,237.255203,237.927979,231.299088,232.872208,221.686554,6402004
2011-05-10,232.70401,238.135757,231.71463,234.732254,223.45726,7554666
2011-05-11,234.682785,240.421234,233.742874,239.758347,228.241913,8956174
2011-05-12,237.037537,241.410629,234.000107,234.880676,223.598541,9508238
2011-05-13,236.186661,244.22049,234.910355,239.639618,228.128891,10128121
2011-05-16,237.453079,241.371048,234.5047,240.569656,229.014267,12026138
2011-05-17,239.62973,241.014877,233.218491,235.276428,223.975296,7890571
2011-05-18,235.128021,235.266525,226.124588,227.391006,216.468643,12912545
2011-05-19,228.370499,230.675766,225.986069,227.727402,216.788864,10150008
2011-05-20,227.796646,233.87149,227.796646,231.249619,220.141891,7206966
2011-05-23,228.350708,228.350708,222.236298,223.492813,212.757675,9471877
2011-05-24,223.423553,225.966278,220.029953,221.988953,211.326035,10603819
2011-05-25,221.721817,225.966278,221.642654,224.353577,213.577103,9051142
2011-05-26,225.817871,231.259506,225.649673,230.012878,218.964554,14230926
2011-05-27,232.506134,232.506134,214.103531,215.458984,205.109756,36507473
2011-05-30,216.666046,218.001709,212.292938,213.183395,202.943451,14337441
2011-05-31,213.935333,217.685104,212.856903,216.735291,206.324738,21812058
2011-06-01,216.87381,217.071686,212.837112,213.687988,203.423813,12190917
2011-06-02,211.728989,211.728989,206.227997,207.415268,197.452393,13160850
2011-06-03,207.375687,209.354462,200.697327,202.587051,192.856094,18193522
2011-06-06,200.153152,204.170074,199.905807,202.567261,192.837265,10494787
2011-06-07,201.241486,204.565826,200.97435,203.259842,193.496567,10702375
2011-06-08,202.408966,206.514923,202.03299,203.526962,193.750854,10460791
2011-06-09,203.616013,204.001877,198.550354,202.062668,192.356873,15309118
2011-06-10,202.507904,202.695877,200.054214,201.755966,192.064911,10366693
2011-06-13,201.04361,201.587769,198.688858,199.91571,190.31308,9117445
2011-06-14,199.559525,199.836548,194.147568,194.711517,185.358856,18158005
2011-06-15,194.711517,197.501602,192.772324,196.719986,187.270844,17065451
2011-06-16,195.404099,197.679688,193.949692,194.642273,185.292923,8892139
2011-06-17,196.284653,196.413269,193.168076,194.108002,184.784302,7010420
2011-06-20,194.216827,194.70163,183.145584,184.224014,175.375092,12139966
2011-06-21,185.609161,187.934219,184.026138,185.252975,176.35463,15616489
2011-06-22,186.994293,187.103134,183.501755,185.193619,176.298126,10873971
2011-06-23,185.015518,188.369553,183.284088,186.994293,178.012314,14139804
2011-06-24,187.637405,192.416138,187.637405,191.23877,182.052887,12766323
2011-06-27,189.368835,194.79068,188.033157,193.474792,184.181519,10943666
2011-06-28,194.711517,195.997726,191.505905,194.850037,185.490723,8802407
2011-06-29,196.076874,200.400497,195.572296,197.313614,187.835938,15611249
2011-06-30,197.481812,198.649292,194.187149,196.729874,187.280273,12195990
2011-07-01,199.856339,199.856339,195.107285,196.828812,187.374435,9831675
2011-07-04,199.658463,202.794815,198.570129,200.182831,190.567352,10758485
2011-07-05,201.835114,203.497284,199.658463,201.033707,191.37735,11706177
2011-07-06,201.657028,205.387024,200.163055,204.902222,195.060043,12015444
2011-07-07,204.427307,209.38414,203.220261,208.849869,198.818085,13654837
2011-07-08,209.156586,212.579865,206.979935,208.562958,198.544968,9533475
2011-07-11,208.562958,210.343857,206.940353,208.335388,198.328339,5947490
2011-07-12,205.00116,206.287354,198.866959,202.804718,193.063309,10584332
2011-07-13,203.418137,207.474625,202.824509,206.920563,196.98143,7318116
2011-07-14,205.792664,214.004593,204.872543,211.353027,201.201004,11520113
2011-07-15,210.047028,210.145981,203.675385,204.417419,194.598541,8878692
2011-07-18,204.803284,207.068985,200.25209,200.806152,191.160721,8426639
2011-07-19,198.075439,198.303009,193.524261,194.70163,189.07579,15781460
